allele_name	gene_family	consensus_gene_name	consensus_product	threshold	alleles_at_maximum_threshold	number_genomes	average_dose	min_dose	max_dose	genomes_containing_fissions	genomes_containing_duplications	number_fission_loci	number_duplicated_loci	no_loci	products	gene_names	min_length(bp)	max_length(bp)	average_length(bp)
g03206_00008	g03206	NA	hypothetical protein	90	3	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	132	132	132.00
g05902_00004	g05902	mazF	Endoribonuclease MazF	90	1	3	1	1	1	0	0	0	0	3	Endoribonuclease MazF(3)	mazF(3)	363	363	363.00
g04090_00004	g04090	NA	hypothetical protein	90	2	20	1	1	1	0	0	0	0	20	hypothetical protein(20)	NA(20)	405	405	405.00
g04090_00005	g04090	NA	hypothetical protein	90	2	69	1	1	1	0	0	0	0	69	hypothetical protein(69)	NA(69)	381	381	381.00
g02296_00004	g02296	NA	Adenine deaminase	90	5	379	1	1	1	0	0	0	0	379	Adenine deaminase(378):Aminodeoxyfutalosine deaminase(1)	NA(379)	714	1041	980.32
g02051_00004	g02051	NA	hypothetical protein	90	6	378	1	1	1	0	0	0	0	378	hypothetical protein(378)	NA(378)	225	1224	1211.63
g06401_00004	g06401	neo	Aminoglycoside 3'-phosphotransferase	90	1	1	1	1	1	0	0	0	0	1	Aminoglycoside 3'-phosphotransferase(1)	neo(1)	804	804	804.00
g03874_00004	g03874	NA	hypothetical protein	90	2	4	1	1	1	0	0	0	0	4	hypothetical protein(4)	NA(4)	261	261	261.00
g03874_00005	g03874	NA	hypothetical protein	90	2	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	261	261	261.00
g03804_00004	g03804	ahcY	Adenosylhomocysteinase	90	2	377	1	1	1	0	0	0	0	377	Adenosylhomocysteinase(377)	ahcY(377)	645	1326	1323.89
g01591_00004	g01591	NA	hypothetical protein	90	5	379	1	1	1	0	0	0	0	379	hypothetical protein(379)	NA(379)	276	432	421.07
g06221_00004	g06221	rdgB	dITP/XTP pyrophosphatase	90	1	1	1	1	1	0	0	0	0	1	dITP/XTP pyrophosphatase(1)	rdgB(1)	603	603	603.00
g06507_00004	g06507	ddpX	D-alanyl-D-alanine dipeptidase	90	1	5	1	1	1	0	0	0	0	5	D-alanyl-D-alanine dipeptidase(5)	ddpX(5)	726	726	726.00
g03531_00004	g03531	NA	hypothetical protein	90	3	4	1	1	1	0	0	0	0	4	hypothetical protein(4)	NA(4)	840	840	840.00
g03985_00004	g03985	NA	hypothetical protein	90	2	3	1	1	1	0	0	0	0	3	hypothetical protein(3)	NA(3)	168	168	168.00
g02125_00004	g02125	NA	hypothetical protein	90	6	45	1	1	1	0	0	0	0	45	hypothetical protein(45)	NA(45)	252	252	252.00
g00003_00004	g00003	rplT	50S ribosomal protein L20	90	1	379	1	1	1	0	0	0	0	379	50S ribosomal protein L20(379)	rplT(379)	360	360	360.00
g02193_00013	g02193	NA	hypothetical protein	90	6	16	1	1	1	0	0	0	0	16	hypothetical protein(16)	NA(16)	366	369	366.19
g02193_00014	g02193	NA	hypothetical protein	90	6	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	399	399	399.00
g02193_00015	g02193	NA	hypothetical protein	90	6	5	1	1	1	0	0	0	0	5	hypothetical protein(5)	NA(5)	375	375	375.00
g02193_00016	g02193	NA	hypothetical protein	90	6	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	366	366	366.00
g02193_00017	g02193	NA	hypothetical protein	90	6	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	441	441	441.00
g03537_00004	g03537	NA	hypothetical protein	90	3	378	1	1	1	0	0	0	0	378	hypothetical protein(378)	NA(378)	804	807	806.78
g05139_00004	g05139	NA	hypothetical protein	90	1	4	1	1	1	0	0	0	0	4	hypothetical protein(4)	NA(4)	234	234	234.00
g06064_00004	g06064	NA	hypothetical protein	90	1	22	1	1	1	0	0	0	0	22	hypothetical protein(22)	NA(22)	288	288	288.00
g04029_00006	g04029	NA	hypothetical protein	90	2	6	1	1	1	0	0	0	0	6	hypothetical protein(6)	NA(6)	495	495	495.00
g04029_00007	g04029	NA	hypothetical protein	90	2	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	426	426	426.00
g06354_00004	g06354	NA	hypothetical protein	90	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	507	507	507.00
g04026_00004	g04026	NA	hypothetical protein	90	2	35	1	1	1	0	0	0	0	35	hypothetical protein(35)	NA(35)	492	498	492.17
g06465_00004	g06465	NA	hypothetical protein	90	1	21	1	1	1	0	0	0	0	21	hypothetical protein(21)	NA(21)	759	759	759.00
g05244_00004	g05244	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	213	213	213.00
g06075_00004	g06075	NA	hypothetical protein	90	1	59	1	1	1	0	0	0	0	59	hypothetical protein(59)	NA(59)	285	285	285.00
g04703_00004	g04703	htpG	Chaperone protein HtpG	90	1	378	1	1	1	0	0	0	0	378	Chaperone protein HtpG(378)	htpG(378)	498	1872	1865.49
g02348_00004	g02348	smc	Chromosome partition protein Smc	90	5	374	1	1	1	0	0	0	0	374	Chromosome partition protein Smc(374)	smc(374)	969	1296	1278.54
g06294_00004	g06294	NA	hypothetical protein	90	1	4	1	1	1	0	0	0	0	4	hypothetical protein(4)	NA(4)	552	552	552.00
g01184_00004	g01184	NA	hypothetical protein	90	5	68	1	1	1	0	0	0	0	68	hypothetical protein(68)	NA(68)	378	675	563.87
g01184_00005	g01184	NA	hypothetical protein	90	5	29	1	1	1	0	0	0	0	29	hypothetical protein(29)	NA(29)	492	669	601.03
g04033_00004	g04033	greA	Transcription elongation factor GreA	90	2	379	1	1	1	0	0	0	0	379	Transcription elongation factor GreA(379)	greA(379)	483	483	483.00
g04028_00004	g04028	NA	hypothetical protein	90	2	44	1	1	1	0	0	0	0	44	hypothetical protein(44)	NA(44)	447	495	493.91
g04632_00004	g04632	NA	hypothetical protein	90	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	1167	1167	1167.00
g04949_00004	g04949	NA	hypothetical protein	90	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	1014	1014	1014.00
g02307_00004	g02307	sppA	Putative signal peptide peptidase SppA	90	5	379	1	1	1	0	0	0	0	379	Putative signal peptide peptidase SppA(379)	sppA(379)	525	957	955.74
g05366_00004	g05366	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	183	183	183.00
g05717_00004	g05717	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	465	465	465.00
g03378_00007	g03378	NA	hypothetical protein	90	3	8	1	1	1	0	0	0	0	8	hypothetical protein(8)	NA(8)	495	495	495.00
g03378_00008	g03378	NA	hypothetical protein	90	3	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	324	324	324.00
g00911_00004	g00911	NA	hypothetical protein	90	12	348	1	1	1	0	0	0	0	348	hypothetical protein(348)	NA(348)	381	423	399.01
g00911_00005	g00911	NA	hypothetical protein	90	12	30	1	1	1	0	0	0	0	30	hypothetical protein(30)	NA(30)	399	399	399.00
g04337_00004	g04337	NA	hypothetical protein	90	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	1779	1779	1779.00
g04400_00004	g04400	ftsH	ATP-dependent zinc metalloprotease FtsH	90	1	1	1	1	1	0	0	0	0	1	ATP-dependent zinc metalloprotease FtsH(1)	ftsH(1)	987	987	987.00
g05037_00004	g05037	NA	hypothetical protein	90	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	261	261	261.00
g05274_00004	g05274	NA	hypothetical protein	90	1	4	1	1	1	0	0	0	0	4	hypothetical protein(4)	NA(4)	204	204	204.00
g04528_00004	g04528	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	852	852	852.00
g02798_00004	g02798	NA	hypothetical protein	90	4	12	1	1	1	0	0	0	0	12	hypothetical protein(12)	NA(12)	1032	1041	1038.00
g02798_00005	g02798	NA	hypothetical protein	90	4	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	1032	1032	1032.00
g04367_00004	g04367	NA	hypothetical protein	90	1	5	1	1	1	0	0	0	0	5	hypothetical protein(5)	NA(5)	1665	1668	1666.80
g06001_00004	g06001	NA	hypothetical protein	90	1	15	1	1	1	0	0	0	0	15	hypothetical protein(15)	NA(15)	312	312	312.00
g05009_00004	g05009	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	270	270	270.00
g03905_00004	g03905	NA	hypothetical protein	90	2	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	237	237	237.00
g03905_00005	g03905	mazF9	Endoribonuclease MazF9	90	2	18	1	1	1	0	0	0	0	18	Endoribonuclease MazF9(18)	mazF9(18)	321	321	321.00
g05572_00004	g05572	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	138	138	138.00
g04125_00004	g04125	rpsJ	30S ribosomal protein S10	90	1	379	1	1	1	0	0	0	0	379	30S ribosomal protein S10(379)	rpsJ(379)	318	339	318.06
g05644_00004	g05644	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	123	123	123.00
g05109_00004	g05109	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	243	243	243.00
g06150_00004	g06150	pksB	putative polyketide biosynthesis zinc-dependent hydrolase PksB	90	1	5	1	1	1	0	0	0	0	5	putative polyketide biosynthesis zinc-dependent hydrolase PksB(5)	pksB(5)	669	669	669.00
g03371_00004	g03371	NA	hypothetical protein	90	3	28	1	1	1	0	0	0	0	28	hypothetical protein(28)	NA(28)	135	135	135.00
g05121_00004	g05121	NA	hypothetical protein	90	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	240	240	240.00
g06144_00004	g06144	ubiG	Ubiquinone biosynthesis O-methyltransferase	90	1	1	1	1	1	0	0	0	0	1	Ubiquinone biosynthesis O-methyltransferase(1)	ubiG(1)	672	672	672.00
g04667_00004	g04667	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	2106	2106	2106.00
g04998_00004	g04998	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	273	273	273.00
g03848_00004	g03848	srkA	Stress response kinase A	90	2	3	1	1	1	0	0	0	0	3	Stress response kinase A(3)	srkA(3)	999	999	999.00
g03793_00004	g03793	tig	Trigger factor	90	2	379	1	1	1	0	0	0	0	379	Trigger factor(379)	tig(379)	483	1380	1329.89
g04213_00005	g04213	NA	hypothetical protein	90	2	5	1	1	1	0	0	0	0	5	hypothetical protein(5)	NA(5)	642	642	642.00
g04213_00006	g04213	NA	hypothetical protein	90	2	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	642	642	642.00
g00020_00004	g00020	ald	Alanine dehydrogenase	90	1	379	1	1	1	0	0	0	0	379	Alanine dehydrogenase(379)	ald(379)	1122	1122	1122.00
g03031_00004	g03031	NA	hypothetical protein	90	3	10	1	1	1	0	0	0	0	10	hypothetical protein(10)	NA(10)	339	1857	1701.30
g04474_00004	g04474	czcD	Metal cation efflux system protein CzcD	90	1	2	1	1	1	0	0	0	0	2	Metal cation efflux system protein CzcD(2)	czcD(2)	906	906	906.00
g05412_00004	g05412	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	174	174	174.00
g05177_00004	g05177	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	228	228	228.00
g01406_00004	g01406	NA	hypothetical protein	90	9	379	1	1	1	0	0	0	0	379	hypothetical protein(379)	NA(379)	297	297	297.00
g05428_00004	g05428	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	168	168	168.00
g02907_00004	g02907	rplR	50S ribosomal protein L18	90	4	379	1	1	1	0	0	0	0	379	50S ribosomal protein L18(379)	rplR(379)	360	414	365.41
g01812_00004	g01812	fes	Enterochelin esterase	90	7	62	1	1	1	0	0	0	0	62	Enterochelin esterase(61):hypothetical protein(1)	fes(61):NA(1)	543	1446	1415.52
g01812_00005	g01812	fes	Enterochelin esterase	90	7	1	1	1	1	0	0	0	0	1	Enterochelin esterase(1)	fes(1)	1434	1434	1434.00
g05265_00004	g05265	NA	Dodecin	90	1	378	1	1	1	0	0	0	0	378	Dodecin(378)	NA(378)	204	204	204.00
g02224_00012	g02224	NA	hypothetical protein	90	6	72	1	1	1	0	0	0	0	72	hypothetical protein(72)	NA(72)	315	315	315.00
g02224_00013	g02224	NA	hypothetical protein	90	6	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	315	315	315.00
g02224_00014	g02224	NA	hypothetical protein	90	6	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	306	306	306.00
g02224_00015	g02224	NA	hypothetical protein	90	6	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	300	300	300.00
g02224_00016	g02224	NA	hypothetical protein	90	6	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	294	294	294.00
g02224_00017	g02224	NA	hypothetical protein	90	6	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	285	285	285.00
g00075_00004	g00075	NA	Zinc metalloproteinase	90	1	379	1	1	1	0	0	0	0	379	Zinc metalloproteinase(379)	NA(379)	1632	1632	1632.00
g02002_00004	g02002	psuG	Pseudouridine-5'-phosphate glycosidase	90	6	378	1	1	1	0	0	0	0	378	Pseudouridine-5'-phosphate glycosidase(378)	psuG(378)	927	927	927.00
g03969_00004	g03969	NA	hypothetical protein	90	2	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	180	180	180.00
g00678_00004	g00678	NA	Acetyltransferase	90	14	378	1	1	1	0	0	0	0	378	Acetyltransferase(378)	NA(378)	309	459	447.70
g05088_00004	g05088	NA	hypothetical protein	90	1	30	1	1	1	0	0	0	0	30	hypothetical protein(30)	NA(30)	246	246	246.00
g06069_00004	g06069	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	288	288	288.00
g03847_00004	g03847	NA	hypothetical protein	90	2	4	1	1	1	0	0	0	0	4	hypothetical protein(4)	NA(4)	999	999	999.00
g02508_00004	g02508	NA	hypothetical protein	90	5	18	1	1	1	0	0	0	0	18	hypothetical protein(18)	NA(18)	159	159	159.00
g01805_00004	g01805	astD	N-succinylglutamate 5-semialdehyde dehydrogenase	90	7	379	1	1	1	0	0	0	0	379	N-succinylglutamate 5-semialdehyde dehydrogenase(379)	astD(379)	1488	1488	1488.00
g05983_00004	g05983	NA	hypothetical protein	90	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	129	321	225.00
g04800_00004	g04800	norG	HTH-type transcriptional regulator NorG	90	1	6	1	1	1	0	0	0	0	6	HTH-type transcriptional regulator NorG(6)	norG(6)	1377	1377	1377.00
g00813_00004	g00813	tycC	Tyrocidine synthase 3	90	12	378	1	1	1	0	0	0	0	378	Tyrocidine synthase 3(378)	tycC(378)	1521	1566	1524.08
g04288_00007	g04288	NA	hypothetical protein	90	2	15	1	1	1	0	0	0	0	15	hypothetical protein(15)	NA(15)	816	816	816.00
g04288_00008	g04288	NA	hypothetical protein	90	2	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	786	786	786.00
g00073_00004	g00073	hslV	ATP-dependent protease subunit HslV	90	1	379	1	1	1	0	0	0	0	379	ATP-dependent protease subunit HslV(379)	hslV(379)	252	567	547.78
g05160_00004	g05160	rpsR	30S ribosomal protein S18	90	1	376	1	1	1	0	0	0	0	376	30S ribosomal protein S18(376)	rpsR(376)	201	228	227.93
g03670_00004	g03670	NA	hypothetical protein	90	2	8	1	1	1	0	0	0	0	8	hypothetical protein(8)	NA(8)	1227	1293	1284.75
g02183_00004	g02183	NA	hypothetical protein	90	5	379	1	1	1	0	0	0	0	379	hypothetical protein(379)	NA(379)	474	540	539.81
g05614_00004	g05614	NA	hypothetical protein	90	1	73	1	1	1	0	0	0	0	73	hypothetical protein(73)	NA(73)	129	129	129.00
g05517_00004	g05517	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	150	150	150.00
g04473_00004	g04473	NA	hypothetical protein	90	1	5	1	1	1	0	0	0	0	5	hypothetical protein(5)	NA(5)	906	906	906.00
g04052_00004	g04052	NA	hypothetical protein	90	2	41	1	1	1	0	0	0	0	41	hypothetical protein(41)	NA(41)	459	459	459.00
g00068_00004	g00068	rpoS	RNA polymerase sigma factor RpoS	90	1	379	1	1	1	0	0	0	0	379	RNA polymerase sigma factor RpoS(379)	rpoS(379)	1026	1026	1026.00
g06231_00004	g06231	NA	hypothetical protein	90	1	8	1	1	1	0	0	0	0	8	hypothetical protein(8)	NA(8)	597	597	597.00
g03822_00004	g03822	lptG	Lipopolysaccharide export system permease protein LptG	90	2	378	1	1	1	0	0	0	0	378	Lipopolysaccharide export system permease protein LptG(378)	lptG(378)	1002	1071	1070.82
g03114_00004	g03114	hipA	Serine/threonine-protein kinase HipA	90	3	160	1	1	1	0	0	0	0	160	Serine/threonine-protein kinase HipA(160)	hipA(160)	867	1305	1264.65
g04273_00004	g04273	NA	hypothetical protein	90	2	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	522	525	523.50
g02899_00004	g02899	NA	hypothetical protein	90	4	377	1	1	1	0	0	0	0	377	hypothetical protein(377)	NA(377)	261	435	433.44
g05263_00004	g05263	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	207	207	207.00
g03760_00004	g03760	NA	hypothetical protein	90	2	5	1	1	1	0	0	0	0	5	hypothetical protein(5)	NA(5)	2481	2481	2481.00
g06335_00004	g06335	NA	hypothetical protein	90	1	72	1	1	1	0	0	0	0	72	hypothetical protein(72)	NA(72)	522	522	522.00
g01209_00004	g01209	NA	hypothetical protein	90	10	377	1	1	1	0	0	0	0	377	hypothetical protein(377)	NA(377)	318	621	618.53
g00993_00004	g00993	fadL	47 kDa outer membrane protein	90	11	379	1	1	1	0	0	0	0	379	47 kDa outer membrane protein(377):Long-chain fatty acid transport protein(2)	NA(377):fadL(2)	1086	1491	1475.30
g02337_00004	g02337	NA	hypothetical protein	90	5	379	1	1	1	0	0	0	0	379	hypothetical protein(379)	NA(379)	336	867	865.46
g05176_00004	g05176	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	228	228	228.00
g00076_00004	g00076	rplB	50S ribosomal protein L2	90	1	379	1	1	1	0	0	0	0	379	50S ribosomal protein L2(379)	rplB(379)	588	828	827.37
g04549_00004	g04549	tylN	O-mycaminosyltylonolide 6-deoxyallosyltransferase	90	1	2	1	1	1	0	0	0	0	2	O-mycaminosyltylonolide 6-deoxyallosyltransferase(2)	tylN(2)	1278	1278	1278.00
g02978_00004	g02978	flgD	Basal-body rod modification protein FlgD	90	4	379	1	1	1	0	0	0	0	379	Basal-body rod modification protein FlgD(379)	flgD(379)	252	678	676.88
g04681_00004	g04681	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	1998	1998	1998.00
g02985_00004	g02985	NA	hypothetical protein	90	4	74	1	1	1	0	0	0	0	74	hypothetical protein(74)	NA(74)	651	705	668.51
g04704_00004	g04704	copA	Copper-exporting P-type ATPase A	90	1	23	1	1	1	0	0	0	0	23	Copper-exporting P-type ATPase A(23)	copA(23)	1752	1869	1863.91
g06026_00004	g06026	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	306	306	306.00
g05869_00004	g05869	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	378	378	378.00
g05300_00004	g05300	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	198	198	198.00
g03318_00004	g03318	NA	hypothetical protein	90	2	11	1	1	1	0	0	0	0	11	hypothetical protein(11)	NA(11)	237	285	280.64
g03318_00005	g03318	NA	hypothetical protein	90	2	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	333	333	333.00
g05251_00004	g05251	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	210	210	210.00
g04297_00004	g04297	NA	hypothetical protein	90	2	86	1	1	1	0	0	0	0	86	hypothetical protein(86)	NA(86)	786	786	786.00
g04429_00004	g04429	NA	hypothetical protein	90	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	951	951	951.00
g05076_00004	g05076	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	249	249	249.00
g06418_00004	g06418	NA	hypothetical protein	90	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	792	792	792.00
g04468_00004	g04468	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	912	912	912.00
g01658_00004	g01658	xcpV	Type II secretion system protein I	90	8	378	1	1	1	0	0	0	0	378	Type II secretion system protein I(378)	xcpV(378)	378	378	378.00
g05423_00004	g05423	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	171	171	171.00
g04280_00004	g04280	NA	hypothetical protein	90	2	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	513	513	513.00
g04280_00005	g04280	NA	hypothetical protein	90	2	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	513	513	513.00
g02174_00004	g02174	sodC	Superoxide dismutase [Cu-Zn]	90	6	379	1	1	1	0	0	0	0	379	Superoxide dismutase [Cu-Zn](379)	sodC(379)	258	489	488.00
g05841_00004	g05841	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	393	393	393.00
g04245_00004	g04245	NA	hypothetical protein	90	2	379	1	1	1	0	0	0	0	379	hypothetical protein(379)	NA(379)	501	573	572.79
g05936_00004	g05936	NA	hypothetical protein	90	1	6	1	1	1	0	0	0	0	6	hypothetical protein(6)	NA(6)	342	342	342.00
g04885_00004	g04885	fic	Adenosine monophosphate-protein transferase SoFic	90	1	1	1	1	1	0	0	0	0	1	Adenosine monophosphate-protein transferase SoFic(1)	fic(1)	1092	1092	1092.00
g03093_00004	g03093	besA	Ferri-bacillibactin esterase BesA	90	3	16	1	1	1	0	0	0	0	16	Ferri-bacillibactin esterase BesA(16)	besA(16)	906	906	906.00
g03093_00005	g03093	besA	Ferri-bacillibactin esterase BesA	90	3	50	1	1	1	0	0	0	0	50	Ferri-bacillibactin esterase BesA(50)	besA(50)	897	897	897.00
g01660_00004	g01660	NA	hypothetical protein	90	8	375	1	1	1	0	0	0	0	375	hypothetical protein(375)	NA(375)	342	366	349.87
g04081_00004	g04081	NA	hypothetical protein	90	2	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	423	423	423.00
g05064_00004	g05064	NA	hypothetical protein	90	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	255	255	255.00
g05799_00004	g05799	NA	hypothetical protein	90	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	414	414	414.00
g05469_00004	g05469	NA	hypothetical protein	90	1	3	1	1	1	0	0	0	0	3	hypothetical protein(3)	NA(3)	159	159	159.00
g02943_00005	g02943	NA	hypothetical protein	90	4	22	1	1	1	0	0	0	0	22	hypothetical protein(22)	NA(22)	342	345	344.86
g02943_00006	g02943	NA	hypothetical protein	90	4	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	342	342	342.00
g02943_00007	g02943	NA	hypothetical protein	90	4	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	342	342	342.00
g06267_00004	g06267	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	570	570	570.00
g02648_00004	g02648	NA	hypothetical protein	90	4	72	1	1	1	0	0	0	0	72	hypothetical protein(72)	NA(72)	978	978	978.00
g02648_00005	g02648	NA	hypothetical protein	90	4	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	978	978	978.00
g00004_00004	g00004	rpmG	50S ribosomal protein L33	90	1	379	1	1	1	0	0	0	0	379	50S ribosomal protein L33(379)	rpmG(379)	165	165	165.00
g05140_00004	g05140	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	234	234	234.00
g03939_00006	g03939	NA	hypothetical protein	90	2	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	207	207	207.00
g03939_00007	g03939	NA	hypothetical protein	90	2	5	1	1	1	0	0	0	0	5	hypothetical protein(5)	NA(5)	759	759	759.00
g06087_00004	g06087	NA	hypothetical protein	90	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	282	282	282.00
g05133_00004	g05133	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	237	237	237.00
g03791_00004	g03791	sad	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad	90	2	378	1	1	1	0	0	0	0	378	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad(378)	sad(378)	333	1389	1383.41
g01410_00004	g01410	NA	hypothetical protein	90	9	378	1	1	1	0	0	0	0	378	hypothetical protein(378)	NA(378)	603	696	694.34
g06100_00004	g06100	NA	hypothetical protein	90	1	18	1	1	1	0	0	0	0	18	hypothetical protein(18)	NA(18)	276	276	276.00
g04420_00004	g04420	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	963	963	963.00
g03622_00004	g03622	era	GTPase Era	90	2	379	1	1	1	0	0	0	0	379	GTPase Era(379)	era(379)	270	936	886.35
g02662_00004	g02662	NA	hypothetical protein	90	4	348	1	1	1	0	0	0	0	348	hypothetical protein(348)	NA(348)	933	933	933.00
g02662_00005	g02662	NA	hypothetical protein	90	4	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	933	933	933.00
g02851_00006	g02851	NA	putative ABC transporter ATP-binding protein	90	4	35	1	1	1	0	0	0	0	35	putative ABC transporter ATP-binding protein(35)	NA(35)	711	711	711.00
g02851_00007	g02851	NA	hypothetical protein	90	4	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	186	186	186.00
